"source","destination","freezing_time(us)","frozen_time(us)","memory_dump_time(us)","memory_write_time(us)","irmap_resolve_time(us)","memory_pages_scanned(dec)","memory_pages_skipped_from_parent(dec)","memory_pages_written(dec)","lazy_memory_pages(dec)","pages_compared(dec)","pages_skipped_cow(dec)","pages_restored(dec)","restore_time(us)","forking_time(us)","start_checkpoint","end_checkpoint","start_restore","end_restore","migration_success"
"r4.large","t3a.nano","377","9252425","53228","36906","0","44638","0","10444","0","0","0","10444","1256794","5","2023-05-30T23:55:53","2023-05-30T23:56:20","2023-05-31T00:12:56","2023-05-31T00:12:56","false"
"c5a.24xlarge","t3a.nano","7418","877443","35244","18119","0","687395","0","10782","0","0","0","10782","2518277","5","2023-05-30T23:55:53","2023-05-30T23:56:19","2023-05-31T00:15:41","2023-05-31T00:15:41","true"
"c4.8xlarge","r4.large","3074","9818745","48793","23115","0","400386","0","10624","0","0","0","10624","1109830","9","2023-05-30T23:55:54","2023-05-30T23:56:20","2023-05-31T00:25:51","2023-05-31T00:25:51","true"
"h1.8xlarge","c5a.large","3282","9798875","48390","31364","0","359414","0","10620","0","0","0","10620","925888","3","2023-05-30T23:55:53","2023-05-30T23:56:21","2023-05-31T00:29:15","2023-05-31T00:29:15","true"
"c5a.24xlarge","x1e.8xlarge","7418","877443","35244","18119","0","687395","0","10782","0","0","0","10782","2471254","7","2023-05-30T23:55:53","2023-05-30T23:56:19","2023-05-31T00:15:34","2023-05-31T00:15:34","true"
"c6a.large","m5zn.6xlarge","153","9107436","23149","12617","0","52244","0","10445","0","0","0","10445","446320","3","2023-05-30T23:55:54","2023-05-30T23:56:20","2023-05-31T00:05:53","2023-05-31T00:05:53","true"
"m4.16xlarge","t3.nano","8271","10024037","57920","31261","0","679487","0","10782","0","0","0","10782","843500","6","2023-05-30T23:55:53","2023-05-30T23:56:20","2023-05-31T00:40:46","2023-05-31T00:40:46","true"
"m5n.large","t3.nano","243","9257346","34664","22923","0","44655","0","10474","0","0","0","10474","1183867","4","2023-05-30T23:55:53","2023-05-30T23:56:20","2023-05-31T00:57:56","2023-05-31T00:57:56","true"
"m4.large","c5.9xlarge","358","9327126","39530","27450","0","44303","0","10444","0","0","0","10444","2232571","10","2023-05-30T23:55:53","2023-05-30T23:56:20","2023-05-31T00:08:41","2023-05-31T00:08:41","true"
"m5.large","c6a.24xlarge","258","9582508","35588","23011","0","44653","0","10476","0","0","0","10476","570513","2","2023-05-30T23:55:53","2023-05-30T23:56:20","2023-05-31T01:00:28","2023-05-31T01:00:28","false"
"c6a.24xlarge","m4.16xlarge","5183","909096","33319","12935","0","687140","0","10782","0","0","0","10782","1213358","7","2023-05-30T23:55:53","2023-05-30T23:56:21","2023-05-31T00:20:37","2023-05-31T00:20:37","true"
"t2.nano","t3.micro","127","4431422","192124","173215","0","33916","0","10183","0","0","0","10183","1277821","17","2023-05-30T23:55:53","2023-05-30T23:56:20","2023-05-31T00:07:26","2023-05-31T00:07:26","true"
"c6a.large","r4.8xlarge","153","9107436","23149","12617","0","52244","0","10445","0","0","0","10445","967974","9","2023-05-30T23:55:54","2023-05-30T23:56:20","2023-05-31T00:05:52","2023-05-31T00:05:52","true"
"c5.large","c5.9xlarge","222","9463918","33439","21568","0","44653","0","10474","0","0","0","10474","674057","10","2023-05-30T23:55:53","2023-05-30T23:56:20","2023-05-31T00:56:33","2023-05-31T00:56:33","true"
"m5zn.6xlarge","h1.8xlarge","1343","8838922","34092","20135","0","294381","0","11075","0","0","0","11075","1757721","7","2023-05-30T23:55:53","2023-05-30T23:56:20","2023-05-31T01:08:26","2023-05-31T01:08:26","false"
"x1e.8xlarge","h1.8xlarge","3281","585842","48659","32980","0","359422","0","10621","0","0","0","10621","876665","7","2023-06-04T20:39:24","2023-06-04T20:39:39","2023-06-04T20:40:22","2023-06-04T20:40:28","true"
"c6a.24xlarge","m5.large","5183","909096","33319","12935","0","687140","0","10782","0","0","0","10782","1322674","4","2023-05-30T23:55:53","2023-05-30T23:56:21","2023-05-31T00:20:46","2023-05-31T00:20:46","true"
"t3a.nano","c6i.large","287","9257813","183169","169077","0","52242","0","10444","0","0","0","10444","588736","3","2023-05-30T23:55:53","2023-05-30T23:56:20","2023-05-30T23:57:09","2023-05-30T23:57:09","true"
"m5a.large","m5n.large","280","8646779","37885","24794","0","44292","0","10445","0","0","0","10445","1458704","5","2023-05-30T23:55:54","2023-05-30T23:56:20","2023-05-30T23:58:27","2023-05-30T23:58:27","true"
"h1.8xlarge","c6i.16xlarge","2482","556592","44969","28807","0","359423","0","10622","0","0","0","10622","740495","11","2023-06-04T20:29:28","2023-06-04T20:29:45","2023-06-04T20:30:27","2023-06-04T20:30:34","true"
"m5n.large","t3a.nano","243","9257346","34664","22923","0","44655","0","10474","0","0","0","10474","688800","5","2023-05-30T23:55:53","2023-05-30T23:56:20","2023-05-31T00:57:55","2023-05-31T00:57:55","false"
"m5.large","m4.large","258","9582508","35588","23011","0","44653","0","10476","0","0","0","10476","745939","7","2023-05-30T23:55:53","2023-05-30T23:56:20","2023-05-31T01:00:30","2023-05-31T01:00:30","false"
"i3.large","m4.16xlarge","290","9433429","42601","27196","0","44634","0","10443","0","0","0","10443","1544659","29","2023-05-30T23:55:53","2023-05-30T23:56:20","2023-05-31T00:14:14","2023-05-31T00:14:14","true"
"m5a.8xlarge","c4.8xlarge","4421","628646","45877","26297","0","359668","0","10621","0","0","0","10621","681735","6","2023-05-30T23:55:53","2023-05-30T23:56:20","2023-05-31T00:01:18","2023-05-31T00:01:18","true"
