"source","destination","freezing_time(us)","frozen_time(us)","memory_dump_time(us)","memory_write_time(us)","irmap_resolve_time(us)","memory_pages_scanned(dec)","memory_pages_skipped_from_parent(dec)","memory_pages_written(dec)","lazy_memory_pages(dec)","pages_compared(dec)","pages_skipped_cow(dec)","pages_restored(dec)","restore_time(us)","forking_time(us)","start_checkpoint","end_checkpoint","start_restore","end_restore","migration_success"
"c6i.16xlarge","x1e.8xlarge","503","234842","12878","1873","0","18338","0","782","0","0","0","782","64805","8","2023-06-17T17:50:50","2023-06-17T17:51:22","2023-06-17T19:03:57","2023-06-17T19:04:18","false"
"m5n.large","x1e.xlarge","336","211003","12860","1467","0","16802","0","532","0","0","0","532","55386","8","2023-06-17T17:50:50","2023-06-17T17:51:22","2023-06-17T18:55:13","2023-06-17T18:55:31","false"
"c6i.16xlarge","t3a.nano","503","234842","12878","1873","0","18338","0","782","0","0","0","782","105255","5","2023-06-17T17:50:50","2023-06-17T17:51:22","2023-06-17T19:03:57","2023-06-17T19:04:16","false"
"t3.nano","c5.large","435","251550","14555","2517","0","16803","0","533","0","0","0","533","50456","4","2023-06-17T17:50:50","2023-06-17T17:51:22","2023-06-17T18:49:35","2023-06-17T18:49:52","true"
"r4.8xlarge","c6i.large","602","266724","35111","2913","0","18340","0","653","0","0","0","653","51053","2","2023-06-17T17:50:50","2023-06-17T17:51:22","2023-06-17T18:41:16","2023-06-17T18:41:31","true"
"m5a.2xlarge","i3.large","553","217226","11376","1819","0","16801","0","553","0","0","0","553","66431","15","2023-06-17T17:50:50","2023-06-17T17:51:22","2023-06-17T17:57:20","2023-06-17T17:57:35","true"
"c5a.24xlarge","m5a.8xlarge","716","265257","14310","2810","0","20387","0","915","0","0","0","915","74524","5","2023-06-17T17:50:50","2023-06-17T17:51:22","2023-06-17T18:22:21","2023-06-17T18:22:37","true"
"c5d.9xlarge","t2.nano","408","241741","13161","2248","0","18339","0","670","0","0","0","670","95610","7","2023-06-17T17:50:51","2023-06-17T17:51:23","2023-06-17T19:06:49","2023-06-17T19:07:07","false"
"c5.9xlarge","m5n.large","661","237631","15059","2094","0","18339","0","672","0","0","0","672","76153","4","2023-06-17T17:50:50","2023-06-17T17:51:22","2023-06-17T19:12:58","2023-06-17T19:13:21","true"
"c4.8xlarge","t3a.nano","498","252515","13724","2373","0","18340","0","669","0","0","0","669","79198","5","2023-06-17T17:50:51","2023-06-17T17:51:23","2023-06-17T18:27:33","2023-06-17T18:27:50","true"
"t3a.nano","r4.8xlarge","403","227300","13523","2185","0","16804","0","533","0","0","0","533","80012","7","2023-06-17T17:50:50","2023-06-17T17:51:22","2023-06-17T17:52:34","2023-06-17T17:52:50","true"
"x1e.8xlarge","c5d.9xlarge","552","222957","14990","3185","0","18338","0","653","0","0","0","653","59154","4","2023-06-17T17:50:50","2023-06-17T17:51:22","2023-06-17T18:35:05","2023-06-17T18:35:21","true"
"r4.16xlarge","c6a.large","752","263311","15754","4132","0","18339","0","784","0","0","0","784","62423","3","2023-06-17T17:50:50","2023-06-17T17:51:22","2023-06-17T18:44:05","2023-06-17T18:44:21","false"
"h1.16xlarge","c5d.9xlarge","950","229615","16066","3842","0","18340","0","783","0","0","0","783","54962","4","2023-06-17T17:50:50","2023-06-17T17:51:22","2023-06-17T18:32:40","2023-06-17T18:32:53","true"
"t3.nano","m4.16xlarge","435","251550","14555","2517","0","16803","0","533","0","0","0","533","74209","8","2023-06-17T17:50:50","2023-06-17T17:51:22","2023-06-17T18:49:34","2023-06-17T18:49:52","false"
"c6i.16xlarge","t2.nano","503","234842","12878","1873","0","18338","0","782","0","0","0","782","101191","8","2023-06-17T17:50:50","2023-06-17T17:51:22","2023-06-17T19:03:58","2023-06-17T19:04:16","false"
"x1e.8xlarge","t3.nano","552","222957","14990","3185","0","18338","0","653","0","0","0","653","73744","5","2023-06-17T17:50:50","2023-06-17T17:51:22","2023-06-17T18:35:04","2023-06-17T18:35:21","true"
"c6i.16xlarge","c4.8xlarge","503","234842","12878","1873","0","18338","0","782","0","0","0","782","72937","7","2023-06-17T17:50:50","2023-06-17T17:51:22","2023-06-17T19:03:58","2023-06-17T19:04:16","false"
"c6i.large","c5a.large","233","201124","9747","1006","0","16803","0","533","0","0","0","533","61398","3","2023-06-17T17:50:51","2023-06-17T17:51:22","2023-06-17T18:46:47","2023-06-17T18:47:04","false"
"h1.2xlarge","m5zn.6xlarge","577","222330","11444","2166","0","16802","0","558","0","0","0","558","55971","11","2023-06-17T17:50:50","2023-06-17T17:51:22","2023-06-17T18:12:06","2023-06-17T18:12:22","true"
"c6a.large","m5.large","274","196966","10148","898","0","16804","0","532","0","0","0","532","56803","8","2023-06-17T17:50:50","2023-06-17T17:51:22","2023-06-17T18:04:37","2023-06-17T18:04:53","true"
"r4.16xlarge","c6i.16xlarge","752","263311","15754","4132","0","18339","0","784","0","0","0","784","62016","3","2023-06-17T17:50:50","2023-06-17T17:51:22","2023-06-17T18:44:06","2023-06-17T18:44:21","true"
"t3.nano","x1e.8xlarge","435","251550","14555","2517","0","16803","0","533","0","0","0","533","65114","7","2023-06-17T17:50:50","2023-06-17T17:51:22","2023-06-17T18:49:36","2023-06-17T18:49:52","false"
"r4.16xlarge","t3.nano","752","263311","15754","4132","0","18339","0","784","0","0","0","784","85065","4","2023-06-17T17:50:50","2023-06-17T17:51:22","2023-06-17T18:44:04","2023-06-17T18:44:22","true"
"r4.16xlarge","m5.large","752","263311","15754","4132","0","18339","0","784","0","0","0","784","55557","4","2023-06-17T17:50:50","2023-06-17T17:51:22","2023-06-17T18:44:05","2023-06-17T18:44:23","true"
"c6a.large","t3.micro","274","196966","10148","898","0","16804","0","532","0","0","0","532","57543","8","2023-06-17T17:50:50","2023-06-17T17:51:22","2023-06-17T18:04:36","2023-06-17T18:04:51","true"
"h1.16xlarge","m5a.8xlarge","950","229615","16066","3842","0","18340","0","783","0","0","0","783","67227","5","2023-06-17T17:50:50","2023-06-17T17:51:22","2023-06-17T18:32:38","2023-06-17T18:32:53","true"
"m4.16xlarge","r4.16xlarge","862","244000","16880","4061","0","18338","0","783","0","0","0","783","76594","7","2023-06-17T17:50:50","2023-06-17T17:51:22","2023-06-17T18:38:32","2023-06-17T18:38:48","true"
"c6i.large","m4.large","233","201124","9747","1006","0","16803","0","533","0","0","0","533","109305","8","2023-06-17T17:50:51","2023-06-17T17:51:22","2023-06-17T18:46:47","2023-06-17T18:47:04","false"
"m5.large","x1e.xlarge","328","204422","14239","1577","0","16801","0","533","0","0","0","533","60853","8","2023-06-17T17:50:51","2023-06-17T17:51:22","2023-06-17T19:01:03","2023-06-17T19:01:22","false"
"m5zn.6xlarge","h1.16xlarge","237","236585","10275","1610","0","16804","0","621","0","0","0","621","69969","7","2023-06-17T17:50:50","2023-06-17T17:51:22","2023-06-17T19:09:45","2023-06-17T19:10:03","false"
"t3.nano","m4.large","435","251550","14555","2517","0","16803","0","533","0","0","0","533","72380","7","2023-06-17T17:50:50","2023-06-17T17:51:22","2023-06-17T18:49:35","2023-06-17T18:49:51","false"
"i3.large","c5a.large","561","229495","12711","1938","0","16804","0","531","0","0","0","531","58510","3","2023-06-17T17:50:50","2023-06-17T17:51:22","2023-06-17T18:19:43","2023-06-17T18:20:00","false"
"h1.16xlarge","c4.8xlarge","950","229615","16066","3842","0","18340","0","783","0","0","0","783","74421","7","2023-06-17T17:50:50","2023-06-17T17:51:22","2023-06-17T18:32:37","2023-06-17T18:32:54","true"
"c4.8xlarge","i3.large","498","252515","13724","2373","0","18340","0","669","0","0","0","669","71228","8","2023-06-17T17:50:51","2023-06-17T17:51:23","2023-06-17T18:27:32","2023-06-17T18:27:49","true"
"c6a.large","m5zn.6xlarge","274","196966","10148","898","0","16804","0","532","0","0","0","532","55695","6","2023-06-17T17:50:50","2023-06-17T17:51:22","2023-06-17T18:04:36","2023-06-17T18:04:52","true"
"i3.large","h1.8xlarge","561","229495","12711","1938","0","16804","0","531","0","0","0","531","72285","7","2023-06-17T17:50:50","2023-06-17T17:51:22","2023-06-17T18:19:44","2023-06-17T18:19:59","true"
"t3.nano","m5a.large","435","251550","14555","2517","0","16803","0","533","0","0","0","533","60186","6","2023-06-17T17:50:50","2023-06-17T17:51:22","2023-06-17T18:49:35","2023-06-17T18:49:52","false"
"c5d.9xlarge","h1.16xlarge","408","241741","13161","2248","0","18339","0","670","0","0","0","670","69264","7","2023-06-17T17:50:51","2023-06-17T17:51:23","2023-06-17T19:06:49","2023-06-17T19:07:06","false"
"m5a.8xlarge","c6a.large","1598","260273","13942","2379","0","18337","0","653","0","0","0","653","50387","7","2023-06-17T17:50:50","2023-06-17T17:51:22","2023-06-17T17:59:45","2023-06-17T18:00:00","true"
"r4.large","r4.16xlarge","535","217066","16622","2038","0","16801","0","533","0","0","0","533","71390","16","2023-06-17T17:50:51","2023-06-17T17:51:22","2023-06-17T18:17:06","2023-06-17T18:17:22","true"
"x1e.xlarge","c6i.16xlarge","761","237159","12661","2276","0","16801","0","541","0","0","0","541","67355","10","2023-06-17T17:50:50","2023-06-17T17:51:22","2023-06-17T18:14:30","2023-06-17T18:14:45","true"
"m5n.large","c6a.24xlarge","336","211003","12860","1467","0","16802","0","532","0","0","0","532","55646","2","2023-06-17T17:50:50","2023-06-17T17:51:22","2023-06-17T18:55:13","2023-06-17T18:55:31","false"
"x1e.8xlarge","m5a.2xlarge","552","222957","14990","3185","0","18338","0","653","0","0","0","653","61465","11","2023-06-17T17:50:50","2023-06-17T17:51:22","2023-06-17T18:35:05","2023-06-17T18:35:21","false"
"t3a.nano","x1e.xlarge","403","227300","13523","2185","0","16804","0","533","0","0","0","533","72722","8","2023-06-17T17:50:50","2023-06-17T17:51:22","2023-06-17T17:52:35","2023-06-17T17:52:48","true"
"m5n.large","m5.large","336","211003","12860","1467","0","16802","0","532","0","0","0","532","51854","9","2023-06-17T17:50:50","2023-06-17T17:51:22","2023-06-17T18:55:13","2023-06-17T18:55:31","true"
"h1.2xlarge","c5.large","577","222330","11444","2166","0","16802","0","558","0","0","0","558","55365","4","2023-06-17T17:50:50","2023-06-17T17:51:22","2023-06-17T18:12:07","2023-06-17T18:12:22","true"
"m5a.large","m5zn.6xlarge","350","200455","11011","1674","0","16803","0","532","0","0","0","532","66777","11","2023-06-17T17:50:50","2023-06-17T17:51:22","2023-06-17T17:54:57","2023-06-17T17:55:10","true"
"c5a.24xlarge","m5zn.6xlarge","716","265257","14310","2810","0","20387","0","915","0","0","0","915","63824","3","2023-06-17T17:50:50","2023-06-17T17:51:22","2023-06-17T18:22:21","2023-06-17T18:22:37","true"
"t2.nano","c5.large","519","231069","14881","4686","0","16804","0","526","0","0","0","526","57661","4","2023-06-17T17:50:50","2023-06-17T17:51:22","2023-06-17T18:07:06","2023-06-17T18:07:23","true"
"c6i.large","m5n.large","233","201124","9747","1006","0","16803","0","533","0","0","0","533","58966","4","2023-06-17T17:50:51","2023-06-17T17:51:22","2023-06-17T18:46:48","2023-06-17T18:47:04","true"
"m5n.large","m5a.large","336","211003","12860","1467","0","16802","0","532","0","0","0","532","60466","6","2023-06-17T17:50:50","2023-06-17T17:51:22","2023-06-17T18:55:12","2023-06-17T18:55:31","false"
