InstanceType,Architecture,Vendor_ID,Model_name,CPU_family,Stepping,XSAVE,AES,CLFSH,CMPXCHG16B,FXSAVE,FXSAVE64,LAHF,LONGMODE,MOVBE,PCLMULQDQ,PENTIUMMMX,POPCNT,PREFETCHW,RDTSCP,SMX,SSE,SSE2,SSE2MMX,SSE3,SSE3X87,MONITOR,SSE4,SSE42,SSEMXCSR,SSSE3,SSSE3MMX,VTX,CMOV,FCMOV,FCOMI,SERIALIZE,KEYLOCKER,KEYLOCKER_WIDE,AVX512_VP2INTERSECT_128,AVX512_VP2INTERSECT_256,AVX512_VP2INTERSECT_512,AVX512F_128,AVX512F_128N,AVX512F_256,AVX512F_512,AVX512F_KOP,AVX512F_SCALAR,ICACHE_PREFETCH,AVX2,AVX2GATHER,FMA,AVX_VNNI_INT8,AVX512_VBMI2_128,AVX512_VBMI2_256,AVX512_VBMI2_512,AVX512_FP16_128N,AVX512_FP16_128,AVX512_FP16_256,AVX512_FP16_512,AVX512_FP16_SCALAR,RDRAND,AVX_VNNI,AVX_IFMA,AVX512_4FMAPS_512,AVX512_4FMAPS_SCALAR,PKU,XSAVEOPT,CMPCCXADD,CLDEMOTE,WRMSRNS,CLFLUSHOPT,AVX512_BF16_128,AVX512_BF16_256,AVX512_BF16_512,AMX_TILE,AMX_INT8,AMX_BF16,CET,AVX_NE_CONVERT,BMI1,BMI2,AVX512_BITALG_128,AVX512_BITALG_256,AVX512_BITALG_512,PTWRITE,AVX512_VBMI_128,AVX512_VBMI_256,AVX512_VBMI_512,AVX512_VPOPCNTDQ_128,AVX512_VPOPCNTDQ_256,SHA,ADOX_ADCX,SMAP,AVX_GFNI,AVX512_GFNI_128,AVX512_GFNI_256,AVX512_GFNI_512,AVX512_VAES_128,AVX512_VAES_256,AVX512_VAES_512,AVX512_VPCLMULQDQ_128,AVX512_VPCLMULQDQ_256,AVX512_VPCLMULQDQ_512,MOVDIR,AVX512_VPOPCNTDQ_512,AVX512_VNNI_128,AVX512_VNNI_256,AVX512_VNNI_512,ENQCMD,MPX,AVX,AVXAES,AVX512ER_512,AVX512ER_SCALAR,AVX512PF_512,PREFETCHWT1,AVX512CD_128,AVX512CD_256,AVX512CD_512,PCONFIG,WAITPKG,CLWB,WBNOINVD,RDSEED,AVX512_4VNNIW_512,XSAVES,AMX_COMPLEX,UINTR,AVX512BW_128,AVX512BW_128N,AVX512BW_256,AVX512BW_512,AVX512BW_KOP,AVX512DQ_128,AVX512DQ_128N,AVX512DQ_256,AVX512DQ_512,AVX512DQ_KOP,AVX512DQ_SCALAR,F16C,MSRLIST,XSAVEC,RDWRFSGS,AVX512_IFMA_128,AVX512_IFMA_256,AVX512_IFMA_512,TSX_LDTRK,HRESET,AMX_FP16,SGX,RTM,INVPCID,LZCNT,RDPID,RAO_INT,XTEST
h1.2xlarge,x86_64,GenuineIntel,Intel(R) Xeon(R) CPU E5-2686 v4 @ 2.30GHz,6,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
