"source","destination","freezing_time(us)","frozen_time(us)","memory_dump_time(us)","memory_write_time(us)","irmap_resolve_time(us)","memory_pages_scanned(dec)","memory_pages_skipped_from_parent(dec)","memory_pages_written(dec)","lazy_memory_pages(dec)","pages_compared(dec)","pages_skipped_cow(dec)","pages_restored(dec)","restore_time(us)","forking_time(us)","start_checkpoint","end_checkpoint","start_restore","end_restore","migration_success","count1","count2"
"c4.8xlarge","m5a.large","10449","444673536","1350431","1177110","0","4469695","0","496141","0","0","0","496141","145110765","5","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T14:16:22","2023-09-19T14:19:00","true","56","64"
"m4.large","c6i.16xlarge","533","430252402","209987569","209856054","0","2987976","0","467219","0","0","0","467219","136773679","3","2023-09-19T13:16:12","2023-09-19T13:24:00","2023-09-19T13:46:06","2023-09-19T13:48:41","true","7","21"
"m4.16xlarge","h1.8xlarge","22121","452015919","1712099","1449854","0","5514512","0","528839","0","0","0","528839","156594686","7","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T14:35:34","2023-09-19T14:38:32","true","55","94"
"m4.large","r4.large","533","430252402","209987569","209856054","0","2987976","0","467219","0","0","0","467219","138303943","8","2023-09-19T13:16:12","2023-09-19T13:24:00","2023-09-19T13:46:06","2023-09-19T13:48:40","true","6","10"
"m5n.large","c5.large","312","419503388","204633694","204549549","0","3029016","0","467218","0","0","0","467218","135796782","4","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T14:57:24","2023-09-19T14:59:58","true","11","17"
"x1e.8xlarge","c6a.large","9080","440563478","1593326","1442666","0","4238264","0","493722","0","0","0","493722","140841708","3","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T14:29:28","2023-09-19T14:33:57","false","73","73"
"m5a.large","c5.9xlarge","503","429761277","209554218","209446984","0","2987833","0","467217","0","0","0","467217","137669438","10","2023-09-19T13:16:11","2023-09-19T13:23:59","2023-09-19T13:24:48","2023-09-19T13:27:23","true","10","21"
"m5zn.6xlarge","x1e.8xlarge","3175","19227053","927687","851380","0","3791078","0","465192","0","0","0","465192","139234674","7","2023-09-20T22:04:18","2023-09-20T22:04:45","2023-09-20T22:05:35","2023-09-20T22:08:19","false","26","26"
"i3.large","x1e.8xlarge","563","427344780","37298498","37170232","0","2987944","0","467220","0","0","0","467220","137987353","7","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T14:02:42","2023-09-19T14:05:16","true","9","18"
"c6a.large","r4.8xlarge","281","438096493","385058900","384978231","0","3625092","0","484371","0","0","0","484371","144257859","8","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T13:41:52","2023-09-19T13:44:38","true","13","21"
"m5.large","m4.16xlarge","302","429499686","219694939","219614356","0","2987946","0","467219","0","0","0","467219","138819738","8","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T15:01:43","2023-09-19T15:04:17","false","12","12"
"m5a.8xlarge","c4.8xlarge","12626","21226292","2057537","1249277","0","4778705","0","510781","0","0","0","510781","68055163","7","2023-09-20T14:21:53","2023-09-20T14:22:23","2023-09-20T14:23:05","2023-09-20T14:24:27","true","18","53"
"h1.2xlarge","m5a.2xlarge","2333","418703159","1399129","1278650","0","3373986","0","472918","0","0","0","472918","137227349","6","2023-09-19T13:16:11","2023-09-19T13:23:59","2023-09-19T13:50:06","2023-09-19T13:52:40","true","35","50"
"c6a.large","m5.large","281","438096493","385058900","384978231","0","3625092","0","484371","0","0","0","484371","144285060","5","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T13:41:52","2023-09-19T13:44:38","true","12","18"
"m5a.large","h1.16xlarge","503","429761277","209554218","209446984","0","2987833","0","467217","0","0","0","467217","137977544","7","2023-09-19T13:16:11","2023-09-19T13:23:59","2023-09-19T13:24:48","2023-09-19T13:27:23","true","10","18"
"m4.large","c5a.large","533","430252402","209987569","209856054","0","2987976","0","467219","0","0","0","467219","137980591","3","2023-09-19T13:16:12","2023-09-19T13:24:00","2023-09-19T13:46:06","2023-09-19T13:48:40","true","6","14"
"m5n.large","c4.8xlarge","312","419503388","204633694","204549549","0","3029016","0","467218","0","0","0","467218","136519121","6","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T14:57:24","2023-09-19T14:59:58","false","9","9"
"x1e.xlarge","i3.large","1139","420199943","1467616","1354587","0","2995544","0","455587","0","0","0","455587","132486639","8","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T13:54:18","2023-09-19T13:56:52","true","12","17"
"c4.8xlarge","m4.16xlarge","10377","22214713","1274307","1091075","0","4386589","0","505678","0","0","0","505678","61177755","8","2023-09-20T16:44:57","2023-09-20T16:45:29","2023-09-20T16:46:14","2023-09-20T16:48:04","true","35","79"
"c6a.large","r4.16xlarge","281","438096493","385058900","384978231","0","3625092","0","484371","0","0","0","484371","143579936","8","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T13:41:53","2023-09-19T13:44:39","true","13","21"
"x1e.xlarge","x1e.8xlarge","1139","420199943","1467616","1354587","0","2995544","0","455587","0","0","0","455587","130242567","8","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T13:54:18","2023-09-19T13:56:52","true","14","30"
"c6a.24xlarge","r4.16xlarge","14694","457922296","18238924","18036237","0","6531956","0","580077","0","0","0","580077","173212290","7","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T14:11:37","2023-09-19T14:14:42","false","83","83"
"c5a.24xlarge","m4.16xlarge","16924","458224522","1043556","862057","0","6274192","0","584358","0","0","0","584358","174998291","10","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T14:06:50","2023-09-19T14:10:04","false","78","78"
"x1e.8xlarge","c6i.large","9080","440563478","1593326","1442666","0","4238264","0","493722","0","0","0","493722","138229643","2","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T14:29:28","2023-09-19T14:33:57","false","73","73"
"x1e.xlarge","h1.16xlarge","1139","420199943","1467616","1354587","0","2995544","0","455587","0","0","0","455587","135518614","7","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T13:54:18","2023-09-19T13:56:52","true","14","30"
"h1.16xlarge","m5zn.6xlarge","22018","454405390","23329346","22991933","0","5569091","0","541870","0","0","0","541870","158384371","3","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T14:24:50","2023-09-19T14:27:52","false","57","57"
"h1.16xlarge","c6a.24xlarge","22726","24984833","1750476","1465901","0","5696979","0","545831","0","0","0","545831","67859232","2","2023-09-20T20:08:32","2023-09-20T20:09:05","2023-09-20T20:09:44","2023-09-20T20:11:12","true","27","78"
"r4.16xlarge","c6a.24xlarge","25243","23119180","1763727","1481714","0","5505147","0","528846","0","0","0","528846","77585923","3","2023-09-20T20:57:12","2023-09-20T20:57:43","2023-09-20T20:58:24","2023-09-20T21:00:00","false","27","27"
"m5a.large","h1.8xlarge","503","429761277","209554218","209446984","0","2987833","0","467217","0","0","0","467217","132574128","7","2023-09-19T13:16:11","2023-09-19T13:23:59","2023-09-19T13:24:48","2023-09-19T13:27:22","true","10","19"
"c5.large","c6a.large","292","422646250","366107890","366031889","0","3029150","0","467220","0","0","0","467220","138189861","3","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T14:53:14","2023-09-19T14:55:47","false","12","12"
"c5.large","c5a.large","292","422646250","366107890","366031889","0","3029150","0","467220","0","0","0","467220","136657866","4","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T14:53:14","2023-09-19T14:55:47","false","12","12"
"m4.large","m5a.large","533","430252402","209987569","209856054","0","2987976","0","467219","0","0","0","467219","133569686","5","2023-09-19T13:16:12","2023-09-19T13:24:00","2023-09-19T13:46:06","2023-09-19T13:48:40","true","6","11"
"c6i.16xlarge","c5a.24xlarge","11288","23436950","972400","847237","0","5697357","0","545745","0","0","0","545745","160048613","3","2023-09-20T21:32:54","2023-09-20T21:33:25","2023-09-20T21:34:11","2023-09-20T21:37:29","false","32","32"
"h1.8xlarge","c6i.large","7309","443898334","1454781","1318154","0","4245754","0","493756","0","0","0","493756","145798241","2","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T14:20:36","2023-09-19T14:23:13","false","58","58"
"h1.8xlarge","m5a.8xlarge","7309","443898334","1454781","1318154","0","4245754","0","493756","0","0","0","493756","144057483","5","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T14:20:36","2023-09-19T14:23:13","true","63","88"
"h1.16xlarge","c5a.large","22018","454405390","23329346","22991933","0","5569091","0","541870","0","0","0","541870","159506484","4","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T14:24:50","2023-09-19T14:27:52","true","58","68"
"c6a.large","h1.2xlarge","281","438096493","385058900","384978231","0","3625092","0","484371","0","0","0","484371","138219265","8","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T13:41:52","2023-09-19T13:44:38","true","13","21"
"c5.9xlarge","m5a.2xlarge","7368","446562033","1218210","1098835","0","4386015","0","505648","0","0","0","505648","147990653","6","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T15:06:23","2023-09-19T15:10:48","false","96","96"
"m5n.large","c5a.large","312","419503388","204633694","204549549","0","3029016","0","467218","0","0","0","467218","136799102","3","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T14:57:24","2023-09-19T14:59:58","false","9","9"
"c6a.24xlarge","m5n.large","14694","457922296","18238924","18036237","0","6531956","0","580077","0","0","0","580077","169735791","4","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T14:11:37","2023-09-19T14:14:42","true","83","91"
"m5a.2xlarge","c5a.24xlarge","3443","440108703","1339180","1227616","0","3781041","0","489901","0","0","0","489901","145068100","7","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T13:28:55","2023-09-19T13:31:36","true","38","77"
"m5a.8xlarge","i3.large","10941","443939443","1537851","1309672","0","4240092","0","493750","0","0","0","493750","142320273","8","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T13:33:20","2023-09-19T13:36:00","false","38","38"
"c6a.24xlarge","h1.2xlarge","14694","457922296","18238924","18036237","0","6531956","0","580077","0","0","0","580077","172796017","8","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T14:11:37","2023-09-19T14:14:42","false","83","83"
"m4.large","c5.large","533","430252402","209987569","209856054","0","2987976","0","467219","0","0","0","467219","138571436","4","2023-09-19T13:16:12","2023-09-19T13:24:00","2023-09-19T13:46:06","2023-09-19T13:48:40","true","6","12"
"x1e.xlarge","r4.large","1139","420199943","1467616","1354587","0","2995544","0","455587","0","0","0","455587","132526265","7","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T13:54:18","2023-09-19T13:56:52","true","12","17"
"x1e.xlarge","m5a.8xlarge","1139","420199943","1467616","1354587","0","2995544","0","455587","0","0","0","455587","133205990","5","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T13:54:18","2023-09-19T13:56:52","false","11","11"
"h1.8xlarge","r4.8xlarge","8829","22121156","1484012","1341811","0","4321288","0","502326","0","0","0","502326","72354805","7","2023-09-20T19:55:56","2023-09-20T19:56:28","2023-09-20T19:57:19","2023-09-20T19:58:48","true","21","58"
"c5.9xlarge","m5a.large","7368","446562033","1218210","1098835","0","4386015","0","505648","0","0","0","505648","147898223","5","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T15:06:23","2023-09-19T15:10:48","false","96","96"
"r4.16xlarge","c6a.large","23674","455299894","1785667","1492460","0","5698403","0","545882","0","0","0","545882","162141084","3","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T14:44:30","2023-09-19T14:47:32","false","85","85"
"c5a.large","m5a.2xlarge","312","420354634","358157719","357961060","0","2910823","0","454355","0","0","0","454355","132169395","6","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T13:37:38","2023-09-19T13:40:14","true","13","20"
"x1e.8xlarge","i3.large","9080","440563478","1593326","1442666","0","4238264","0","493722","0","0","0","493722","142106076","8","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T14:29:28","2023-09-19T14:33:57","true","74","81"
"h1.16xlarge","c5.large","22018","454405390","23329346","22991933","0","5569091","0","541870","0","0","0","541870","160856013","4","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T14:24:50","2023-09-19T14:27:52","false","57","57"
"r4.8xlarge","m4.large","7489","440311903","1564657","1420956","0","4165469","0","485058","0","0","0","485058","144424952","7","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T14:40:16","2023-09-19T14:42:57","true","51","57"
"m4.16xlarge","m5a.2xlarge","22121","452015919","1712099","1449854","0","5514512","0","528839","0","0","0","528839","156470651","6","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T14:35:35","2023-09-19T14:38:32","false","47","47"
"c6a.24xlarge","c4.8xlarge","14694","457922296","18238924","18036237","0","6531956","0","580077","0","0","0","580077","173430791","7","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T14:11:37","2023-09-19T14:14:42","false","83","83"
"c5.large","c6i.large","292","422646250","366107890","366031889","0","3029150","0","467220","0","0","0","467220","132161686","2","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T14:53:14","2023-09-19T14:55:47","true","14","22"
"h1.2xlarge","m5.large","2333","418703159","1399129","1278650","0","3373986","0","472918","0","0","0","472918","141293671","4","2023-09-19T13:16:11","2023-09-19T13:23:59","2023-09-19T13:50:07","2023-09-19T13:52:40","false","32","32"
"m4.16xlarge","m5.large","22121","452015919","1712099","1449854","0","5514512","0","528839","0","0","0","528839","155410232","4","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T14:35:35","2023-09-19T14:38:32","false","47","47"
"x1e.xlarge","m5a.large","1139","420199943","1467616","1354587","0","2995544","0","455587","0","0","0","455587","129099572","6","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T13:54:18","2023-09-19T13:56:52","false","11","11"
"r4.8xlarge","m5.large","9183","21983652","1464712","1324642","0","4309588","0","502210","0","0","0","502210","52970477","4","2023-09-20T20:44:32","2023-09-20T20:45:00","2023-09-20T20:45:39","2023-09-20T20:47:03","false","24","24"
"r4.large","c5.large","3696","430615138","13137289","13009246","0","2987941","0","467219","0","0","0","467219","135441429","3","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T13:58:36","2023-09-19T14:01:09","true","5","11"
"c5a.large","m5a.8xlarge","312","420354634","358157719","357961060","0","2910823","0","454355","0","0","0","454355","131702815","5","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T13:37:38","2023-09-19T13:40:14","true","13","19"
"c6a.24xlarge","c5a.24xlarge","17108","25450852","803655","627515","0","6275179","0","584375","0","0","0","584375","21924853","3","2023-09-20T16:32:32","2023-09-20T16:33:06","2023-09-20T16:33:41","2023-09-20T16:34:22","true","48","90"
"r4.16xlarge","m4.16xlarge","25243","23119180","1763727","1481714","0","5505147","0","528846","0","0","0","528846","77493865","8","2023-09-20T20:57:12","2023-09-20T20:57:43","2023-09-20T20:58:24","2023-09-20T21:00:00","true","31","59"
"m5a.large","c5.large","503","429761277","209554218","209446984","0","2987833","0","467217","0","0","0","467217","137254589","4","2023-09-19T13:16:11","2023-09-19T13:23:59","2023-09-19T13:24:48","2023-09-19T13:27:23","true","10","16"
"m5a.large","x1e.xlarge","503","429761277","209554218","209446984","0","2987833","0","467217","0","0","0","467217","135576740","8","2023-09-19T13:16:11","2023-09-19T13:23:59","2023-09-19T13:24:48","2023-09-19T13:27:22","true","10","18"
"h1.8xlarge","h1.16xlarge","8829","22121156","1484012","1341811","0","4321288","0","502326","0","0","0","502326","62673528","7","2023-09-20T19:55:56","2023-09-20T19:56:28","2023-09-20T19:57:19","2023-09-20T19:58:48","true","23","82"
"c5a.24xlarge","c4.8xlarge","16924","458224522","1043556","862057","0","6274192","0","584358","0","0","0","584358","174994389","16","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T14:06:50","2023-09-19T14:10:04","false","78","78"
"m4.large","c5a.24xlarge","533","430252402","209987569","209856054","0","2987976","0","467219","0","0","0","467219","137523273","3","2023-09-19T13:16:12","2023-09-19T13:24:00","2023-09-19T13:46:06","2023-09-19T13:48:40","true","7","17"
"m5.large","c5a.large","302","429499686","219694939","219614356","0","2987946","0","467219","0","0","0","467219","138768790","3","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T15:01:42","2023-09-19T15:04:17","false","12","12"
"h1.8xlarge","c5.large","7309","443898334","1454781","1318154","0","4245754","0","493756","0","0","0","493756","146413169","3","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T14:20:36","2023-09-19T14:23:13","false","58","58"
"r4.large","c6a.24xlarge","3696","430615138","13137289","13009246","0","2987941","0","467219","0","0","0","467219","134943513","2","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T13:58:36","2023-09-19T14:01:09","false","3","3"
"c4.8xlarge","c5.large","10449","444673536","1350431","1177110","0","4469695","0","496141","0","0","0","496141","146959153","4","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T14:16:22","2023-09-19T14:19:01","false","55","55"
"m5a.2xlarge","c5.9xlarge","3443","440108703","1339180","1227616","0","3781041","0","489901","0","0","0","489901","145580438","16","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T13:28:55","2023-09-19T13:31:36","true","38","79"
"c4.8xlarge","m5n.large","10449","444673536","1350431","1177110","0","4469695","0","496141","0","0","0","496141","146440005","4","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T14:16:22","2023-09-19T14:19:00","false","55","55"
"c6i.16xlarge","c5.large","11288","23436950","972400","847237","0","5697357","0","545745","0","0","0","545745","163181463","4","2023-09-20T21:32:54","2023-09-20T21:33:25","2023-09-20T21:34:12","2023-09-20T21:37:29","false","32","32"
"m5zn.6xlarge","r4.8xlarge","3175","19227053","927687","851380","0","3791078","0","465192","0","0","0","465192","139322985","7","2023-09-20T22:04:18","2023-09-20T22:04:45","2023-09-20T22:05:35","2023-09-20T22:08:19","false","26","26"
"x1e.8xlarge","c4.8xlarge","9080","440563478","1593326","1442666","0","4238264","0","493722","0","0","0","493722","144206699","7","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T14:29:28","2023-09-19T14:33:57","false","73","73"
"m4.16xlarge","r4.16xlarge","22121","452015919","1712099","1449854","0","5514512","0","528839","0","0","0","528839","155592045","7","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T14:35:35","2023-09-19T14:38:32","true","53","87"
"c5a.24xlarge","c6i.16xlarge","16977","25646647","1031218","859779","0","6270353","0","584358","0","0","0","584358","46534537","10","2023-09-20T19:20:31","2023-09-20T19:21:05","2023-09-20T19:21:47","2023-09-20T19:22:55","true","36","101"
"m5a.2xlarge","x1e.xlarge","3443","440108703","1339180","1227616","0","3781041","0","489901","0","0","0","489901","145699275","40","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T13:28:55","2023-09-19T13:31:36","false","30","30"
"c6i.16xlarge","r4.8xlarge","11288","23436950","972400","847237","0","5697357","0","545745","0","0","0","545745","170878087","7","2023-09-20T21:32:54","2023-09-20T21:33:25","2023-09-20T21:34:11","2023-09-20T21:37:30","false","32","32"
"x1e.xlarge","c6i.16xlarge","1139","420199943","1467616","1354587","0","2995544","0","455587","0","0","0","455587","134582723","2","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T13:54:18","2023-09-19T13:56:53","true","16","43"
"c5.9xlarge","m5.large","5246","21777991","1127224","1018865","0","4384311","0","496978","0","0","0","496978","65551658","5","2023-09-20T22:19:15","2023-09-20T22:19:47","2023-09-20T22:20:32","2023-09-20T22:21:57","true","31","38"
"c4.8xlarge","i3.large","10449","444673536","1350431","1177110","0","4469695","0","496141","0","0","0","496141","146352722","8","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T14:16:22","2023-09-19T14:19:01","true","56","62"
"h1.2xlarge","c6i.16xlarge","2333","418703159","1399129","1278650","0","3373986","0","472918","0","0","0","472918","141178139","11","2023-09-19T13:16:11","2023-09-19T13:23:59","2023-09-19T13:50:07","2023-09-19T13:52:40","true","43","96"
"h1.8xlarge","m4.large","7309","443898334","1454781","1318154","0","4245754","0","493756","0","0","0","493756","146363906","7","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T14:20:36","2023-09-19T14:23:13","true","59","65"
"m5a.2xlarge","r4.8xlarge","2709","19541288","1210767","1111358","0","3295608","0","470862","0","0","0","470862","28296940","7","2023-09-20T14:10:16","2023-09-20T14:10:44","2023-09-20T14:11:19","2023-09-20T14:12:00","true","9","39"
"h1.2xlarge","c5.9xlarge","2333","418703159","1399129","1278650","0","3373986","0","472918","0","0","0","472918","141497432","4","2023-09-19T13:16:11","2023-09-19T13:23:59","2023-09-19T13:50:07","2023-09-19T13:52:40","true","40","81"
"m5.large","m5n.large","302","429499686","219694939","219614356","0","2987946","0","467219","0","0","0","467219","138620393","4","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T15:01:43","2023-09-19T15:04:17","true","13","20"
"c6a.24xlarge","c6a.large","14694","457922296","18238924","18036237","0","6531956","0","580077","0","0","0","580077","168752490","3","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T14:11:37","2023-09-19T14:14:42","true","83","94"
"c6i.large","i3.large","259","428983344","374785386","374723547","0","2987945","0","467219","0","0","0","467219","134760005","8","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T14:49:06","2023-09-19T14:51:38","false","12","12"
"m5a.8xlarge","x1e.xlarge","10941","443939443","1537851","1309672","0","4240092","0","493750","0","0","0","493750","142206479","8","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T13:33:20","2023-09-19T13:36:00","false","38","38"
"h1.16xlarge","c6i.16xlarge","22726","24984833","1750476","1465901","0","5696979","0","545831","0","0","0","545831","67347130","11","2023-09-20T20:08:32","2023-09-20T20:09:05","2023-09-20T20:09:44","2023-09-20T20:11:12","true","37","101"
"r4.16xlarge","i3.large","23674","455299894","1785667","1492460","0","5698403","0","545882","0","0","0","545882","162971425","7","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T14:44:30","2023-09-19T14:47:32","true","87","94"
"c6i.large","m5n.large","259","428983344","374785386","374723547","0","2987945","0","467219","0","0","0","467219","132347953","4","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T14:49:06","2023-09-19T14:51:38","true","13","20"
"i3.large","c5.large","563","427344780","37298498","37170232","0","2987944","0","467220","0","0","0","467220","137800897","4","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T14:02:42","2023-09-19T14:05:16","true","9","15"
"m5.large","x1e.8xlarge","302","429499686","219694939","219614356","0","2987946","0","467219","0","0","0","467219","138216917","8","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T15:01:42","2023-09-19T15:04:17","false","12","12"
"m5a.8xlarge","r4.16xlarge","12626","21226292","2057537","1249277","0","4778705","0","510781","0","0","0","510781","57639921","20","2023-09-20T14:21:53","2023-09-20T14:22:23","2023-09-20T14:23:05","2023-09-20T14:24:27","true","21","80"
"c5a.24xlarge","r4.large","16924","458224522","1043556","862057","0","6274192","0","584358","0","0","0","584358","173993154","7","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T14:06:50","2023-09-19T14:10:04","false","78","78"
"m5.large","c4.8xlarge","302","429499686","219694939","219614356","0","2987946","0","467219","0","0","0","467219","139067660","16","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T15:01:42","2023-09-19T15:04:17","false","12","12"
"c5d.9xlarge","m5.large","5356","21515891","1138521","1031793","0","4285770","0","497082","0","0","0","497082","153373878","4","2023-09-20T21:48:28","2023-09-20T21:48:56","2023-09-20T21:49:38","2023-09-20T21:52:31","true","22","29"
"m5zn.6xlarge","m4.large","3175","19227053","927687","851380","0","3791078","0","465192","0","0","0","465192","127119529","7","2023-09-20T22:04:18","2023-09-20T22:04:45","2023-09-20T22:05:35","2023-09-20T22:08:19","false","26","26"
"m5a.8xlarge","m5a.2xlarge","10941","443939443","1537851","1309672","0","4240092","0","493750","0","0","0","493750","142876801","5","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T13:33:20","2023-09-19T13:36:00","true","41","56"
"c5.9xlarge","h1.2xlarge","7368","446562033","1218210","1098835","0","4386015","0","505648","0","0","0","505648","148968039","8","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T15:06:23","2023-09-19T15:10:48","false","96","96"
"c5a.24xlarge","i3.large","16924","458224522","1043556","862057","0","6274192","0","584358","0","0","0","584358","172822916","8","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T14:06:50","2023-09-19T14:10:04","false","78","78"
"c6a.24xlarge","i3.large","14694","457922296","18238924","18036237","0","6531956","0","580077","0","0","0","580077","172437034","9","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T14:11:37","2023-09-19T14:14:42","false","83","83"
"m5zn.6xlarge","c5a.large","3175","19227053","927687","851380","0","3791078","0","465192","0","0","0","465192","140914158","3","2023-09-20T22:04:18","2023-09-20T22:04:45","2023-09-20T22:05:35","2023-09-20T22:08:19","false","26","26"
"c6i.large","c5d.9xlarge","259","428983344","374785386","374723547","0","2987945","0","467219","0","0","0","467219","136879520","10","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T14:49:06","2023-09-19T14:51:38","true","14","25"
"m5n.large","x1e.8xlarge","312","419503388","204633694","204549549","0","3029016","0","467218","0","0","0","467218","133600057","8","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T14:57:24","2023-09-19T14:59:58","false","9","9"
"m5.large","c6a.24xlarge","302","429499686","219694939","219614356","0","2987946","0","467219","0","0","0","467219","137244577","3","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T15:01:42","2023-09-19T15:04:17","false","12","12"
"m5a.2xlarge","c6a.large","3443","440108703","1339180","1227616","0","3781041","0","489901","0","0","0","489901","144242539","34","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T13:28:55","2023-09-19T13:31:36","true","32","41"
"x1e.8xlarge","m5n.large","9080","440563478","1593326","1442666","0","4238264","0","493722","0","0","0","493722","141160972","4","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T14:29:28","2023-09-19T14:33:57","false","73","73"
"i3.large","r4.16xlarge","563","427344780","37298498","37170232","0","2987944","0","467220","0","0","0","467220","137565038","8","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T14:02:42","2023-09-19T14:05:16","true","9","17"
"c6i.16xlarge","c5d.9xlarge","11288","23436950","972400","847237","0","5697357","0","545745","0","0","0","545745","173713134","4","2023-09-20T21:32:54","2023-09-20T21:33:25","2023-09-20T21:34:11","2023-09-20T21:37:30","false","32","32"
"m5.large","r4.large","302","429499686","219694939","219614356","0","2987946","0","467219","0","0","0","467219","134762249","8","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T15:01:42","2023-09-19T15:04:17","false","12","12"
"c4.8xlarge","c6i.16xlarge","11179","22058584","1253275","1076298","0","4381985","0","505579","0","0","0","505579","45094882","11","2023-09-20T19:43:36","2023-09-20T19:44:05","2023-09-20T19:44:46","2023-09-20T19:45:42","true","25","101"
"m5.large","c5a.24xlarge","302","429499686","219694939","219614356","0","2987946","0","467219","0","0","0","467219","138228772","3","2023-09-19T13:16:11","2023-09-19T13:24:00","2023-09-19T15:01:42","2023-09-19T15:04:17","false","12","12"
