"source","destination","freezing_time(us)","frozen_time(us)","memory_dump_time(us)","memory_write_time(us)","irmap_resolve_time(us)","memory_pages_scanned(dec)","memory_pages_skipped_from_parent(dec)","memory_pages_written(dec)","lazy_memory_pages(dec)","pages_compared(dec)","pages_skipped_cow(dec)","pages_restored(dec)","restore_time(us)","forking_time(us)","start_checkpoint","end_checkpoint","start_restore","end_restore","migration_success"
"h1.2xlarge","h1.16xlarge","164","799107","18376","410","0","2173","0","126","0","0","0","126","34916","6","2023-11-10T14:26:41","2023-11-10T14:26:51","2023-11-10T14:37:19","2023-11-10T14:37:36","true"
"h1.16xlarge","c6a.large","159","819692","16539","438","0","2173","0","127","0","0","0","127","29342","5","2023-11-10T14:26:41","2023-11-10T14:26:51","2023-11-10T14:53:58","2023-11-10T14:54:14","true"
"c6i.16xlarge","m5a.8xlarge","204","806317","11161","207","0","2173","0","126","0","0","0","126","40570","8","2023-11-10T14:26:41","2023-11-10T14:26:51","2023-11-10T15:08:28","2023-11-10T15:08:44","false"
"m4.16xlarge","c6i.16xlarge","222","778185","9429","498","0","2173","0","126","0","0","0","126","48794","11","2023-11-10T14:26:41","2023-11-10T14:26:51","2023-11-10T14:57:05","2023-11-10T14:57:20","true"
"c4.8xlarge","m5a.2xlarge","161","800114","10987","401","0","2173","0","126","0","0","0","126","35652","8","2023-11-10T14:26:41","2023-11-10T14:26:51","2023-11-10T14:50:59","2023-11-10T14:51:15","true"
"x1e.8xlarge","c6i.16xlarge","179","794123","11088","498","0","2173","0","126","0","0","0","126","44430","2","2023-11-10T14:26:41","2023-11-10T14:26:51","2023-11-10T14:55:28","2023-11-10T14:55:43","true"
"c5d.9xlarge","m4.large","149","797282","12214","351","0","2173","0","126","0","0","0","126","32604","8","2023-11-10T14:26:41","2023-11-10T14:26:51","2023-11-10T15:10:05","2023-11-10T15:10:20","false"
"r4.16xlarge","c6i.large","179","814203","12166","485","0","2173","0","127","0","0","0","127","26930","3","2023-11-10T14:26:42","2023-11-10T14:26:51","2023-11-10T15:00:20","2023-11-10T15:00:36","true"
"m5a.large","m4.large","273","756642","15957","654","0","2173","0","127","0","0","0","127","33366","8","2023-11-10T14:26:42","2023-11-10T14:26:51","2023-11-10T14:27:29","2023-11-10T14:27:46","false"
"h1.2xlarge","r4.8xlarge","164","799107","18376","410","0","2173","0","126","0","0","0","126","38414","6","2023-11-10T14:26:41","2023-11-10T14:26:51","2023-11-10T14:37:19","2023-11-10T14:37:36","true"
"c5.9xlarge","x1e.xlarge","147","752602","18947","353","0","2173","0","126","0","0","0","126","27733","6","2023-11-10T14:26:42","2023-11-10T14:26:51","2023-11-10T15:13:21","2023-11-10T15:13:36","false"
"m5n.large","c4.8xlarge","111","181229","21504","355","0","2173","0","125","0","0","0","125","40458","5","2023-11-10T14:26:42","2023-11-10T14:26:51","2023-11-10T15:05:12","2023-11-10T15:05:27","false"
"r4.large","x1e.8xlarge","179","198417","14319","449","0","2173","0","126","0","0","0","126","31705","5","2023-11-10T14:26:42","2023-11-10T14:26:51","2023-11-10T14:40:26","2023-11-10T14:40:42","true"
"m4.large","c5a.24xlarge","324","744693","9656","458","0","2173","0","126","0","0","0","126","26767","6","2023-11-10T14:26:41","2023-11-10T14:26:51","2023-11-10T14:35:50","2023-11-10T14:36:06","true"
